,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,pre_class
755,b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,e,e
291,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e,e
3039,f,y,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,e,e
6477,x,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p,p
1543,x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e,e
290,x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,e,e
188,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e,e
2389,x,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,e,e
1201,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e,e
7416,x,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,e,e
3286,x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e,e
1536,x,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e,e
7115,x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p,p
6775,f,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p,p
501,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e,e
4907,f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,p,p
8065,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,e,e
7024,x,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p,p
1539,f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,e,e
4102,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,p,p
5899,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,p,p
7152,x,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p,p
6268,x,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p,p
7520,k,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p,p
672,f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,e,e
7190,x,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p,p
5368,f,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,p,p
7084,k,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p,p
2002,f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e,e
4691,f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,p,p
6332,f,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p,p
1464,x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e,e
3985,f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,p,p
6367,x,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p,p
1192,x,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,e,e
5579,x,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p,p
2992,x,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,e,e
7995,k,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p,p
7594,k,y,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p,p
7314,x,s,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,e,e
1513,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e,e
216,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e,e
4677,f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,p,p
5507,x,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p,p
421,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e,e
505,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,p,p
5396,x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,p,p
4667,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,p,p
4529,f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,p,p
3400,x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p,p
1582,x,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,e,e
506,x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,e,e
2996,x,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,e,e
4352,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,p,p
3984,x,y,b,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,e,e
3085,x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,p,p
3393,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p,p
7298,k,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p,p
2333,x,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,e,e
6324,f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p,p
5216,k,y,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e,e
3616,x,f,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,p,p
5540,x,y,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,e,e
2006,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p,p
5209,x,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p,p
5107,f,g,w,t,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,p,p
347,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e,e
7170,k,s,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,e,e
6973,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p,p
333,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e,e
5885,f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,p,p
5863,f,s,n,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e,e
6702,f,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p,p
7080,f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p,p
3025,f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,e,e
7106,f,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p,p
6264,f,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p,p
7609,x,f,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,e,e
6100,x,s,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p,p
2897,f,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,e,e
746,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,e,e
1563,x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,e,e
6326,x,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p,p
3131,f,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,e,e
2423,f,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e,e
7075,k,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p,p
2522,f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,e,e
5749,f,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u,p,p
4284,f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,p,p
6151,f,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p,p
7387,k,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p,p
7123,k,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,e,e
7082,x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p,p
6679,f,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p,p
6000,x,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p,p
259,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e,e
7960,b,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e,e
5802,f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,p,p
7747,b,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,e,e
4328,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,p,p
7086,b,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,e,e
380,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,p,p
4039,f,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,e,e
2641,x,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,e,e
1912,x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e,e
2287,f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e,e
599,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,p,p
1844,x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,e,e
45,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e,e
1444,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p,p
1652,x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,e,e
1586,x,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,e,e
6653,x,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p,p
5196,f,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p,p
6561,f,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p,p
1893,x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,e,e
5404,x,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p,p
4950,f,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,p,p
3000,x,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,e,e
5661,f,y,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e,e
4554,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,p,p
6453,f,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p,p
6130,x,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p,p
7769,b,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e,e
6462,f,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p,p
1966,x,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,e,e
5103,x,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u,p,p
51,x,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,e,e
7724,b,f,w,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,e,e
6211,f,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p,p
3887,x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p,p
4119,f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,p,p
1600,x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,e,e
4988,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,p,p
6757,f,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p,p
3128,f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,e,e
5891,x,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p,p
6838,x,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p,p
4617,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,p,p
3761,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e,e
7854,x,s,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g,e,e
1298,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p,e,e
426,f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,e,e
2112,x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,p,p
805,f,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e,e
5865,f,y,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e,e
410,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e,e
6787,x,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p,p
8060,k,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p,p
5813,f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,p,p
3540,x,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,e,e
7926,k,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p,p
210,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e,e
7498,x,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e,e
3833,x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p,p
5823,f,s,e,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e,e
5278,f,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,p,p
1049,x,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e,e
3132,f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,e,e
6749,x,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p,p
7558,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,v,l,e,e
1972,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,p,p
1499,x,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e,e
1109,x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e,e
3529,f,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,e,e
652,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,e,e
3994,x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p,p
7185,b,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e,e
1795,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,p,p
1702,f,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,e,e
8078,b,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e,e
4664,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,p,p
1498,x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,e,e
6785,x,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p,p
2966,f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,e,e
4098,x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,p,p
3096,f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,e,e
705,f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,e,e
1872,f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,e,e
7118,k,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p,p
2554,x,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,e,e
5686,f,s,b,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e,e
7434,k,s,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e,e
5648,f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,p,p
565,x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,p,p
4796,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,p,p
4487,x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,p,p
3312,f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,e,e
640,b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e,e
6248,x,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p,p
8050,k,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p,p
5025,f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p,p
1964,f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e,e
6990,k,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,e,e
3921,f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,p,p
325,b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,e,e
5692,k,y,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e,e
4217,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,p,p
2436,f,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e,e
5372,x,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g,p,p
3567,x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,p,p
4442,x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,p,p
7618,f,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p,p
5665,f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,p,p
2476,x,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,e,e
864,x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e,e
5149,x,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p,p
6872,f,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p,p
3819,f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,e,e
7949,k,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p,p
371,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,e,e
7432,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,c,l,e,e
2456,x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,e,e
6410,f,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p,p
7124,f,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p,p
6954,f,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p,p
5146,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,p,p
7787,f,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p,p
1360,f,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,e,e
911,x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e,e
6953,k,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p,p
5566,f,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p,p
4608,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,p,p
7688,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,v,l,e,e
964,f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,e,e
1423,f,f,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,e,e
122,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,p,p
479,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e,e
662,x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,p,p
7155,k,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p,p
2412,x,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,e,e
7313,k,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p,p
4302,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,p,p
439,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e,e
1379,f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e,e
1443,f,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e,e
4449,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,p,p
2867,x,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,e,e
1477,x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,e,e
6843,k,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p,p
1173,x,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u,e,e
5306,f,y,e,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,e,e
2750,x,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,e,e
2515,f,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,e,e
6240,f,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p,p
4959,f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p,p
279,x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e,e
4038,x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d,p,p
4698,x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,p,p
1101,f,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e,e
4087,x,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e,e
1694,f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,e,e
2199,f,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e,e
2619,x,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e,e
2492,x,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e,e
7014,f,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p,p
2927,x,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,e,e
577,x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,e,e
59,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,e,e
787,x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,e,e
6894,f,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p,p
5204,f,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,p,p
5187,f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,p,p
4374,x,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u,p,p
2317,f,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,e,e
4827,f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,p,p
2807,x,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,e,e
5480,x,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,g,p,p
3785,f,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,e,e
7454,f,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p,p
5944,x,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p,p
5476,x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,p,p
